x,sample,Patient,id,CellType,Epi,seurat_clusters,subtype,IM,BL1,MSL,M,BL2,LAR
PT089_P7_F04_S64,205,PT089,P7,Epithelial,Epithelial,7,LAR,-0.052109062,-0.152622261,-0.051269959,-0.056768646,0.129162467,0.214417546
PT089_P7_F05_S65,206,PT089,P7,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P7_F06_S66,207,PT089,P7,Epithelial,Epithelial,10,BL1,-0.080315914,0.108699135,-0.049028882,0.081506277,0.09789883,-0.085652529
PT089_P7_F07_S67,208,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_F08_S68,209,PT089,P7,Epithelial,Epithelial,10,BL1,0.039957508,0.140246718,0.002429033,-0.079423024,-0.061061291,-0.074881992
PT089_P7_F09_S69,210,PT089,P7,Epithelial,Epithelial,7,LAR,-0.01413083,-0.000177462,-0.077327757,-0.018786708,-0.03467984,0.043909646
PT089_P7_F10_S70,211,PT089,P7,Epithelial,Epithelial,7,LAR,0.067053169,-0.02446219,-0.03909781,-0.124939444,0.036270627,0.136114356
PT089_P7_F11_S71,212,PT089,P7,Epithelial,Epithelial,7,LAR,-0.008154393,0.019393539,-0.087926458,-0.028118005,-0.021459627,0.146631548
PT089_P7_F12_S72,213,PT089,P7,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G01_S73,214,PT089,P7,Epithelial,Epithelial,7,LAR,0.030693624,-0.036067559,-0.097064353,-0.111420057,0.069843513,0.197428285
PT089_P7_G02_S74,215,PT089,P7,Epithelial,Epithelial,11,LAR,0.001585282,-0.061892241,-0.016530949,-0.08036033,0.085628685,0.15468494
PT089_P7_G03_S75,216,PT089,P7,Epithelial,Epithelial,7,BL2,-0.0329832,-0.052526209,-0.061107701,-0.080975354,0.162948812,0.161319378
PT089_P7_G04_S76,217,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G05_S77,218,PT089,P7,Epithelial,Epithelial,10,BL1,-0.007080007,0.112973242,-0.109641296,-0.01510593,-0.092352247,0.005769817
PT089_P7_G06_S78,219,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G07_S79,220,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G08_S80,221,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G09_S81,222,PT089,P7,Epithelial,Epithelial,10,BL1,0.090037321,0.281182911,-0.086091871,-0.030302415,-0.15563332,-0.041686602
PT089_P7_G10_S82,223,PT089,P7,Epithelial,Epithelial,1,M,0.005179241,-0.052622136,0.024073654,0.078384229,-0.073856102,-0.023914017
PT089_P7_G11_S83,224,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_G12_S84,225,PT089,P7,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H01_S85,226,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H02_S86,227,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H03_S87,228,PT089,P7,Epithelial,Epithelial,10,BL1,0.038854354,0.033794203,-0.08959904,-0.058038945,-0.028405639,-0.012400742
PT089_P7_H04_S88,229,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H05_S89,230,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H06_S90,231,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H07_S91,232,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H08_S92,233,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H09_S93,234,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H10_S94,235,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H11_S95,236,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P7_H12_S96,237,PT089,P7,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P9_A01_S97,238,PT089,P9,Epithelial,Epithelial,7,LAR,-0.029002081,0.043630592,-0.098786962,-0.076952532,0.035899374,0.130189975
PT089_P9_A02_S98,239,PT089,P9,Epithelial,Epithelial,10,BL1,0.007878024,0.274255365,-0.112452196,-0.008775941,-0.050650808,-0.037025535
PT089_P9_A03_S99,240,PT089,P9,Epithelial,Epithelial,10,BL1,0.003414339,0.214188116,-0.138076906,-0.002856445,-0.088195726,0.019175317
PT089_P9_A04_S100,241,PT089,P9,Epithelial,Epithelial,7,LAR,0.03132276,-0.052148614,-0.070397609,-0.096689561,0.075666382,0.204774122
PT089_P9_A05_S101,242,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_A06_S102,243,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_A07_S103,244,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_A08_S104,245,PT089,P9,Epithelial,Epithelial,10,BL1,-0.035104432,0.126782547,-0.113531722,0.080794912,0.007829146,-0.061039602
PT089_P9_A09_S105,246,PT089,P9,Epithelial,Epithelial,10,BL1,0.00751342,0.266027945,-0.137178366,0.006369552,-0.089230168,-0.072784851
PT089_P9_A10_S106,247,PT089,P9,Epithelial,Epithelial,7,LAR,-0.07184028,-0.025708501,-0.089025533,-0.047383397,0.080182171,0.202985974
PT089_P9_A11_S107,248,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_A12_S108,249,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_B01_S109,250,PT089,P9,Epithelial,Epithelial,10,BL1,0.053161693,0.197944418,-0.169862808,-0.082237203,0.070250389,-0.10053725
PT089_P9_B02_S110,251,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_B03_S111,252,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_B04_S112,253,PT089,P9,Epithelial,Epithelial,7,BL2,0.010007584,-0.021756648,-0.063554631,-0.041247814,0.107248765,0.105291591
PT089_P9_B05_S113,254,PT089,P9,Epithelial,Epithelial,7,BL2,0.046084798,-0.088850494,-0.051137459,-0.110584634,0.155324026,0.150473292
PT089_P9_B06_S114,255,PT089,P9,Epithelial,Epithelial,7,LAR,-0.03925366,-0.122396043,-0.122733052,-0.109888379,0.081995553,0.331564847
PT089_P9_B07_S115,256,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_B08_S116,257,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_B09_S117,258,PT089,P9,Epithelial,Epithelial,7,LAR,-0.078727714,-0.127527334,-0.096011491,-0.053455085,0.049115623,0.252502544
PT089_P9_B10_S118,259,PT089,P9,Epithelial,Epithelial,10,BL1,-0.018331055,0.178145444,-0.139136216,0.033854669,-0.159654468,-0.047597178
PT089_P9_B11_S119,260,PT089,P9,Epithelial,Epithelial,10,BL1,-0.024679123,0.309279376,-0.21936186,0.033341466,-0.103201066,-0.180751795
PT089_P9_B12_S120,261,PT089,P9,Epithelial,Epithelial,7,LAR,-0.133663257,-0.236348124,0.146029057,0.077194728,0.195954136,0.19729613
PT089_P9_C01_S121,262,PT089,P9,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT089_P9_C02_S122,263,PT089,P9,Epithelial,Epithelial,7,LAR,-0.010657087,-0.095697889,-0.090281732,-0.069980654,0.069991807,0.214297441
PT089_P9_C03_S123,264,PT089,P9,Epithelial,Epithelial,7,LAR,0.003918637,-0.047447296,-0.113487995,-0.08703668,0.114562426,0.186188178
PT089_P9_C04_S124,265,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_C05_S125,266,PT089,P9,Epithelial,Epithelial,7,LAR,-0.081016109,-0.108697493,-0.118363843,-0.052522786,0.110647227,0.202185537
PT089_P9_C06_S126,267,PT089,P9,Epithelial,Epithelial,7,LAR,0.032079785,-0.018497207,-0.046940333,-0.119888218,0.06945482,0.141927355
PT089_P9_C07_S127,268,PT089,P9,Epithelial,Epithelial,10,BL1,0.066720069,0.224962056,-0.150531831,-0.086998504,-0.098901634,-0.055699157
PT089_P9_C08_S128,269,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_C09_S129,270,PT089,P9,Epithelial,Epithelial,7,LAR,0.021113414,-0.054329007,-0.05814731,-0.095833799,0.147250589,0.189165919
PT089_P9_C10_S130,271,PT089,P9,Epithelial,Epithelial,10,BL1,-0.02650667,0.138338256,-0.130774038,0.023819517,-0.129369914,0.011813812
PT089_P9_C11_S131,272,PT089,P9,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT089_P9_C12_S132,273,PT089,P9,Epithelial,Epithelial,7,LAR,0.002906549,-0.025165322,-0.089370046,-0.116047734,0.081792585,0.2214235
PT089_P9_D01_S133,274,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D02_S134,275,PT089,P9,Epithelial,Epithelial,7,LAR,-0.122572928,-0.10744504,-0.08082818,-0.022332323,-0.001556344,0.240346964
PT089_P9_D03_S135,276,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D04_S136,277,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D05_S137,278,PT089,P9,Epithelial,Epithelial,10,BL1,0.04609624,0.195056482,-0.129825827,-0.018265022,-0.20157259,-0.017828733
PT089_P9_D06_S138,279,PT089,P9,Epithelial,Epithelial,10,BL1,0.064031454,0.255128861,-0.073655302,-0.082810242,-0.113685647,-0.126869481
PT089_P9_D07_S139,280,PT089,P9,Epithelial,Epithelial,7,LAR,-0.034857819,-0.033815761,-0.035476938,-0.079434748,-0.005571119,0.142963043
PT089_P9_D08_S140,281,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D09_S141,282,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D10_S142,283,PT089,P9,Epithelial,Epithelial,7,LAR,-0.054614821,-0.075095156,-0.159756967,-0.103417015,0.103997711,0.21782431
PT089_P9_D11_S143,284,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_D12_S144,285,PT089,P9,Epithelial,Epithelial,1,BL2,0.051460367,0.055109421,-0.023157196,-0.112015337,0.074334768,0.065672298
PT089_P9_E01_S145,286,PT089,P9,Epithelial,Epithelial,10,BL1,-0.001889696,0.150415721,-0.124956489,0.02330898,-0.055755305,-0.058799285
PT089_P9_E02_S146,287,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_E03_S147,288,PT089,P9,Epithelial,Epithelial,7,LAR,0.02750418,-0.174630977,-0.11970127,-0.08710777,0.07635099,0.264089828
PT089_P9_E04_S148,289,PT089,P9,Epithelial,Epithelial,7,BL2,0.063128226,-0.088259933,-0.070980241,-0.162658692,0.150464651,0.095072018
PT089_P9_E05_S149,290,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_E06_S150,291,PT089,P9,Epithelial,Epithelial,7,LAR,-0.026403032,-0.038178993,-0.107280439,-0.087976287,-0.006969712,0.186425589
PT089_P9_E07_S151,292,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_E08_S152,293,PT089,P9,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT089_P9_E09_S153,294,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_E10_S154,295,PT089,P9,Epithelial,Epithelial,10,BL1,-0.035630739,0.239332083,-0.161540417,0.059583168,-0.178278773,-0.106084648
PT089_P9_E11_S155,296,PT089,P9,Epithelial,Epithelial,7,BL2,0.088498645,-0.133434018,-0.096749437,-0.211289813,0.207266447,0.194903975
PT089_P9_E12_S156,297,PT089,P9,Epithelial,Epithelial,10,BL1,0.045831128,0.213411767,-0.137199625,0.030802137,-0.128100557,-0.081760363
PT089_P9_F01_S157,298,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_F02_S158,299,PT089,P9,Epithelial,Epithelial,7,LAR,0.022545386,-0.025877052,-0.150231485,-0.098116687,0.059855055,0.193999017
PT089_P9_F03_S159,300,PT089,P9,Epithelial,Epithelial,10,BL1,-0.003312309,0.233981744,-0.106246433,3.67794E-05,-0.113774332,-0.122094142
PT089_P9_F04_S160,301,PT089,P9,Epithelial,Epithelial,7,LAR,0.011311598,-0.030669462,-0.064327714,-0.095162228,-0.018645312,0.074244808
PT089_P9_F05_S161,302,PT089,P9,Epithelial,Epithelial,10,BL1,-0.015097776,0.2653748,-0.11860719,0.0224811,-0.138395365,-0.132229128
PT089_P9_F06_S162,303,PT089,P9,Epithelial,Epithelial,10,BL1,0.054758976,0.276818744,-0.125308682,-0.024702299,-0.151978413,-0.063464969
PT089_P9_F07_S163,304,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_F08_S164,305,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_F09_S165,306,PT089,P9,Epithelial,Epithelial,7,LAR,-0.128147224,-0.043823572,-0.116081074,-0.015013209,0.203254387,0.300856276
PT089_P9_F10_S166,307,PT089,P9,Epithelial,Epithelial,4,BL2,0.127568862,0.012572023,-0.051916432,-0.106842713,0.013084332,0.011039955
PT089_P9_F11_S167,308,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_F12_S168,309,PT089,P9,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT089_P9_G01_S169,310,PT089,P9,Epithelial,Epithelial,10,BL1,-0.04543543,0.178316601,-0.127375038,0.050604485,-0.113668536,-0.040372518
PT089_P9_G02_S170,311,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_G03_S171,312,PT089,P9,Epithelial,Epithelial,10,BL1,-0.011010785,0.235693516,-0.161767395,-0.019414473,-0.16090106,-0.033195382
PT089_P9_G04_S172,313,PT089,P9,Epithelial,Epithelial,10,BL1,-0.038240505,0.210284654,-0.064397612,0.08547619,-0.23188789,-0.037166555
PT089_P9_G05_S173,314,PT089,P9,Epithelial,Epithelial,7,LAR,0.010434155,-0.054760694,-0.027576411,-0.09095923,0.037475346,0.184061626
PT089_P9_G06_S174,315,PT089,P9,Epithelial,Epithelial,7,LAR,-0.002901763,-0.056843529,-0.126405332,-0.100809188,0.090615675,0.18647052
PT089_P9_G07_S175,316,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_G08_S176,317,PT089,P9,Epithelial,Epithelial,11,LAR,-0.008319989,-0.114038683,0.00090472,-0.086936547,0.038705342,0.235581136
PT089_P9_G09_S177,318,PT089,P9,Epithelial,Epithelial,7,LAR,-0.059622,-0.082726096,-0.081978066,-0.042078163,0.001837297,0.225441478
PT089_P9_G10_S178,319,PT089,P9,Epithelial,Epithelial,7,LAR,-0.040213293,-0.072697428,-0.087071216,-0.075385711,0.048568386,0.197181486
PT089_P9_G11_S179,320,PT089,P9,Epithelial,Epithelial,1,BL1,0.007254941,0.06430932,-0.01992322,0.009243076,-0.147066607,-0.065245503
PT089_P9_G12_S180,321,PT089,P9,Myoepithelial,Other,9,NA,NA,NA,NA,NA,NA,NA
PT089_P9_H01_S181,322,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT089_P9_H02_S182,323,PT089,P9,Epithelial,Epithelial,10,M,-0.146181002,0.199832339,-0.120355822,0.205183367,0.059360675,-0.06974868
PT089_P9_H03_S183,324,PT089,P9,Epithelial,Epithelial,7,LAR,-0.019315706,-0.012474146,-0.086812276,-0.097600664,-0.109322116,0.176888593
PT089_P9_H04_S184,325,PT089,P9,Epithelial,Epithelial,10,BL1,0.057488652,0.168021666,-0.135531048,-0.062110997,-0.098985578,-0.054177518
PT089_P9_H05_S185,326,PT089,P9,Epithelial,Epithelial,10,BL1,0.117360173,0.2533469,-0.158087934,-0.113450747,-0.172968709,-0.085463565
PT089_P9_H06_S186,327,PT089,P9,Epithelial,Epithelial,7,LAR,-0.000504878,-0.079427937,-0.043268857,-0.089039704,-0.022263485,0.16870059
PT089_P9_H07_S187,328,PT089,P9,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT089_P9_H08_S188,329,PT089,P9,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT089_P9_H09_S189,330,PT089,P9,Epithelial,Epithelial,7,LAR,0.010750758,0.002938037,-0.130857656,-0.157154368,0.127062055,0.189586497
PT089_P9_H10_S190,331,PT089,P9,Epithelial,Epithelial,10,BL1,-0.033721077,0.239753677,-0.103271325,0.056299011,-0.172248291,-0.044171395
PT089_P9_H11_S191,332,PT089,P9,Epithelial,Epithelial,7,LAR,-0.182397047,-0.294688564,0.211045229,0.071276195,0.175822538,0.18277042
PT089_P9_H12_S192,333,PT089,P9,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A01_S1,334,PT039,P11,Epithelial,Epithelial,1,BL1,0.062803236,0.053604587,-0.032122329,-0.056358861,-0.084906837,0.024810244
PT039_P11_A02_S2,335,PT039,P11,Epithelial,Epithelial,2,BL1,-0.145705246,0.280391706,-0.154859205,0.263182804,-0.14849928,-0.185228241
PT039_P11_A03_S3,336,PT039,P11,Epithelial,Epithelial,2,BL1,-0.06339356,0.269359969,-0.193309155,0.149930291,-0.098363747,-0.162599654
PT039_P11_A04_S4,337,PT039,P11,Epithelial,Epithelial,2,M,-0.158022355,0.192856554,-0.090468182,0.297424029,-0.076693057,-0.146441262
PT039_P11_A05_S5,338,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A06_S6,339,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A07_S7,340,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A08_S8,341,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A09_S9,342,PT039,P11,Epithelial,Epithelial,1,M,-0.005399805,0.01849668,0.00129901,0.019145195,0.017641535,-0.017671577
PT039_P11_A10_S10,343,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_A11_S11,344,PT039,P11,Epithelial,Epithelial,1,BL1,-0.016667431,0.134047137,-0.03604064,0.075543604,0.062228508,-0.111688855
PT039_P11_A12_S12,345,PT039,P11,Epithelial,Epithelial,2,M,-0.017887952,0.103413232,-0.087751097,0.112186753,-0.232603279,-0.062439369
PT039_P11_B01_S13,346,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_B02_S14,347,PT039,P11,Epithelial,Epithelial,2,M,-0.184074101,0.210104134,-0.198969312,0.238030949,-0.142517942,-0.143909926
PT039_P11_B03_S15,348,PT039,P11,Epithelial,Epithelial,1,M,-0.03203986,-0.003266957,0.040277663,0.079676195,-0.048262573,-0.064140121
PT039_P11_B04_S16,349,PT039,P11,Epithelial,Epithelial,2,BL1,-0.188485228,0.263419297,-0.23433333,0.219017237,-0.034726812,-0.228033939
PT039_P11_B05_S17,350,PT039,P11,Epithelial,Epithelial,2,BL1,0.002678146,0.130547592,-0.071836164,0.067760769,-0.016689719,-0.07196846
PT039_P11_B06_S18,351,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_B07_S19,352,PT039,P11,Epithelial,Epithelial,2,M,0.016842819,0.10723636,-0.104442239,0.110038391,-0.08145719,-0.102125772
PT039_P11_B08_S20,353,PT039,P11,Epithelial,Epithelial,2,BL1,-0.169051401,0.365072277,-0.257398198,0.235517437,-0.128336451,-0.177301412
PT039_P11_B09_S21,354,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_B10_S22,355,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_B11_S23,356,PT039,P11,Epithelial,Epithelial,4,BL1,0.007787751,0.115886892,-0.079291798,0.046428347,-0.088890815,-0.067695823
PT039_P11_B12_S24,357,PT039,P11,Epithelial,Epithelial,1,BL1,0.049689865,0.027892852,-0.001558555,-0.008482378,-0.110206631,-0.022689343
PT039_P11_C01_S25,358,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_C02_S26,359,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_C03_S27,360,PT039,P11,Epithelial,Epithelial,2,M,-0.072356615,0.178104703,-0.097659808,0.206442487,-0.152195713,-0.141619527
PT039_P11_C04_S28,361,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_C05_S29,362,PT039,P11,Epithelial,Epithelial,1,M,-0.170563627,0.290882984,-0.242756187,0.293520937,-0.329719883,-0.176538355
PT039_P11_C06_S30,363,PT039,P11,Epithelial,Epithelial,2,BL1,-0.02124583,0.114831552,-0.070002998,0.093369043,-0.118066605,-0.041447708
PT039_P11_C07_S31,364,PT039,P11,Epithelial,Epithelial,2,M,-0.068962974,0.137413074,-0.156242056,0.149859706,-0.073219433,-0.103709729
PT039_P11_C08_S32,365,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_C09_S33,366,PT039,P11,Epithelial,Epithelial,2,M,0.003053679,0.08102692,-0.096335767,0.090333971,-0.042308139,-0.089209182
PT039_P11_C10_S34,367,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_C11_S35,368,PT039,P11,Epithelial,Epithelial,2,M,-0.220518122,0.222370276,-0.122151434,0.295181117,-0.055806245,-0.15849008
PT039_P11_C12_S36,369,PT039,P11,Epithelial,Epithelial,2,BL1,-0.105901156,0.281813782,-0.249292048,0.097384098,-0.021077522,-0.162159258
PT039_P11_D01_S37,370,PT039,P11,Epithelial,Epithelial,2,BL1,-0.031644715,0.225042051,-0.158474307,0.144212393,-0.175875205,-0.153744465
PT039_P11_D02_S38,371,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_D03_S39,372,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_D04_S40,373,PT039,P11,Epithelial,Epithelial,2,M,-0.145089704,0.255965598,-0.159806547,0.266721644,-0.094530992,-0.160246225
PT039_P11_D05_S41,374,PT039,P11,Epithelial,Epithelial,2,BL1,0.121916999,0.232427255,-0.109623952,0.001250908,-0.11456956,-0.169526912
PT039_P11_D06_S42,375,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_D07_S43,376,PT039,P11,Epithelial,Epithelial,2,M,0.00012572,0.055981932,-0.017505236,0.154171407,-0.20154476,-0.043753083
PT039_P11_D08_S44,377,PT039,P11,Epithelial,Epithelial,2,BL1,-0.143293838,0.355473285,-0.177338584,0.214154609,-0.271101854,-0.169047233
PT039_P11_D09_S45,378,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_D10_S46,379,PT039,P11,Epithelial,Epithelial,2,M,-0.185426303,0.211437119,-0.187661953,0.272075823,-0.078752904,-0.200263794
PT039_P11_D11_S47,380,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_D12_S48,381,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_E01_S49,382,PT039,P11,Epithelial,Epithelial,2,BL1,-0.102756934,0.247437116,-0.22119382,0.131127638,-0.099027736,-0.132436221
PT039_P11_E02_S50,383,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_E03_S51,384,PT039,P11,Epithelial,Epithelial,1,BL1,0.0276236,0.054386548,0.003531163,0.006783873,-0.100758895,-0.029631781
PT039_P11_E04_S52,385,PT039,P11,Epithelial,Epithelial,2,BL1,-0.027364408,0.121694256,-0.074419945,0.113388885,-0.052234916,-0.067554249
PT039_P11_E05_S53,386,PT039,P11,Epithelial,Epithelial,2,M,-0.173125573,0.260010808,-0.189991474,0.279793843,-0.13081674,-0.16907612
PT039_P11_E06_S54,387,PT039,P11,Epithelial,Epithelial,2,BL1,-0.110279428,0.348719384,-0.275406662,0.202827398,-0.319899865,-0.163497142
PT039_P11_E07_S55,388,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_E08_S56,389,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_E09_S57,390,PT039,P11,Epithelial,Epithelial,2,BL1,-0.09689536,0.302526985,-0.202628222,0.160877372,-0.212275792,-0.15404996
PT039_P11_E10_S58,391,PT039,P11,Epithelial,Epithelial,1,BL1,0.061878311,0.05386656,0.008042645,0.016110347,0.018856811,0.021934881
PT039_P11_E11_S59,392,PT039,P11,Epithelial,Epithelial,2,BL1,-0.137004734,0.228902515,-0.180762538,0.22763801,-0.205475921,-0.108096538
PT039_P11_E12_S60,393,PT039,P11,Epithelial,Epithelial,2,M,-0.095339896,0.061211375,-0.019709149,0.139866614,-0.041734959,-0.108218389
PT039_P11_F01_S61,394,PT039,P11,Epithelial,Epithelial,1,BL1,-0.03390074,0.115574344,-0.018891687,0.030522837,-0.032243042,-0.059795091
PT039_P11_F02_S62,395,PT039,P11,Epithelial,Epithelial,4,BL1,0.088686305,0.074131881,-0.059374104,-0.08233653,-0.035010149,-0.032486516
PT039_P11_F03_S63,396,PT039,P11,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT039_P11_F04_S64,397,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_F05_S65,398,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_F06_S66,399,PT039,P11,Epithelial,Epithelial,2,BL1,-0.090074448,0.235145007,-0.146727357,0.176104827,-0.192246333,-0.12747811
PT039_P11_F07_S67,400,PT039,P11,Stroma,Other,13,NA,NA,NA,NA,NA,NA,NA
PT039_P11_F08_S68,401,PT039,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT039_P11_F09_S69,402,PT039,P11,Epithelial,Epithelial,1,M,-0.103960063,-0.017403394,0.009603495,0.169238804,0.045291504,-0.034105794
PT039_P11_F10_S70,403,PT039,P11,Epithelial,Epithelial,4,BL1,0.095506073,0.013409199,-0.055920694,-0.064700022,-0.10058764,0.013406241
PT039_P11_F11_S71,404,PT039,P11,Epithelial,Epithelial,2,M,-0.085362021,0.106958596,-0.095888675,0.15166685,-0.152329814,-0.089790306
PT039_P11_F12_S72,405,PT039,P11,Epithelial,Epithelial,2,M,-0.159227812,0.153272504,-0.133487281,0.21655534,-0.041297938,-0.151947881
