,HS578T_BREAST,HCC1937_BREAST,DU4475_BREAST,BT549_BREAST,HCC1143_BREAST,MDAMB436_BREAST,MDAMB157_BREAST,HCC1806_BREAST,HCC1395_BREAST,HMC18_BREAST,MDAMB231_BREAST,MDAMB468_BREAST,CAL51_BREAST,MDAMB453_BREAST
ACADS_35.,-0.108604654,-0.089139084,-0.489007813,-0.092397251,-0.074081523,-0.115917843,-0.150760878,-0.00701697,-0.113383583,-0.07097834,-0.104923572,-0.123956375,-0.104176508,-0.186379585
ACADSB_36.,-0.290953119,-0.217182946,-0.29101465,-0.165404156,-0.131337787,-0.044638295,-0.060516509,-0.028509112,-0.185553665,-0.067436399,-0.073510904,-0.107581463,-0.115392272,-0.151753022
ACADVL_37.,-0.075149855,-0.051764964,-0.195278907,-0.332706041,-0.070438714,-0.154604734,-0.076312899,-0.053599115,-0.097977307,-0.154773945,0.047073023,-0.014036618,-0.04874875,-0.160697321
ACAN_176.,-0.00659791,-0.025378118,0.137302067,-0.05846634,-0.058301401,0.050573075,-0.026158403,0.116988027,-0.099026278,0.067377548,0.068423879,-0.013839884,0.162393836,-0.004464113
ACAP1_9744.,-0.121479212,-0.025873391,-0.208926376,-0.334154731,-0.098388912,-0.028869789,-0.109816711,-0.212992628,-0.12638661,-0.222552181,-0.031176173,-0.202056909,-0.243833326,-0.10903767
ACAP2_23527.,0.052515051,0.016221326,0.150297873,0.060406761,0.308289476,-0.099485239,0.149794503,0.174134366,0.101699204,0.207727428,0.212541242,0.06403117,0.035625472,-0.084515587
ACAP3_116983.,-0.136886233,-0.038048645,-0.26520728,-0.257771653,-0.136017325,-0.126609264,-0.089975128,-0.110197305,-0.161659689,-0.066669604,0.155679835,-0.157681527,-0.395252511,-0.239051107
ACAT1_38.,0.256530602,0.106972942,0.169244071,0.171499676,-0.014455072,0.172590053,0.102133096,0.013371576,0.036251427,0.110347909,0.200372975,0.027458077,0.082876907,0.092808399
ACAT2_39.,0.066716859,0.045786668,0.206146763,0.122304268,0.26306317,0.118859213,0.154906622,0.1777087,0.163218019,0.098836734,0.277823836,-0.031413203,0.120822786,0.108096619
ACBD3_64746.,0.171711253,-0.069285251,-0.419882,0.077225223,-0.08079572,-0.044659632,0.05782705,-0.05825671,-0.145776662,-0.047998016,-0.04070636,-0.145623829,0.092741992,-0.309715383
ACBD4_79777.,-0.056357141,0.053692922,-0.092675427,-0.133876087,-0.077619948,-0.088913481,-0.000565501,-0.026372299,-0.011716676,-0.094673559,-0.068384848,-0.09937574,-0.161416567,0.071481151
ACBD5_91452.,0.038855015,-0.136495777,-0.01389919,-0.052790676,0.30864736,-0.077116728,0.216061109,0.02423913,0.051542653,0.048887974,-0.058101179,-0.116465011,-0.057427644,0.105695543
ACBD6_84320.,-0.038056403,-0.189318549,-0.219148808,-0.027733821,0.065772452,-0.013706791,0.15296787,0.036544512,0.066713144,0.054999184,0.150127517,0.075095928,0.082107514,-0.030725366
ACBD7_414149.,0.020698578,0.172972561,0.039027876,0.004679126,0.226602956,0.06341219,0.074857787,0.142496954,0.091960143,0.16293268,0.149413122,0.018294827,0.120852788,0.120289544
ACCS_84680.,-0.018685297,-0.005061814,0.323630665,0.091771903,-0.039293267,-0.013305458,0.113126834,0.067155509,0.137267197,0.035495843,0.019345854,0.047739253,0.108541095,0.131897942
ACCSL_390110.,-0.078487685,-0.020963265,-0.095012593,0.01272878,-0.123850908,-0.131485446,-0.057412007,0.007241898,-0.033182483,-0.009794517,-0.079918579,-0.092352312,-0.005789124,-0.174884762
ACD_65057.,-0.232598868,-0.156138044,-0.622968356,-0.396303133,-0.299518046,-0.442365421,-0.152446425,-0.218822447,-0.25529592,-0.25876873,-0.342027644,-0.50281654,-0.453079515,-0.436106624
ACE_1636.,-0.204347861,-0.030391512,-0.368744694,-0.118813437,-0.083527113,-0.190032446,-0.193507557,-0.207972049,-0.144688637,-0.122980185,-0.12737558,-0.091410105,-0.2497027,-0.091296185
ACER1_125981.,0.21192494,0.126516849,0.008364038,0.200267637,0.215629529,0.155708232,0.096242718,0.057670746,0.104558556,0.036176914,0.105653979,0.246478095,0.084874149,0.166710639
ACER2_340485.,0.032751412,0.128493661,0.201812415,0.079275914,-0.137229631,0.113225416,0.14264212,0.023371354,0.040893929,-0.005194748,0.235830596,0.1086696,0.000507067,0.065375929
ACER3_55331.,0.09051384,0.074809247,0.173494752,0.009170418,-0.072087916,0.103379323,0.090467515,0.077074647,0.080381409,0.073873885,0.063460519,0.095874536,0.048220031,-0.001249504
ACHE_43.,-0.360665615,-0.000383927,-0.333174113,-0.19631884,-0.229575884,-0.197763927,-0.120094868,-0.224598526,-0.219321387,-0.17573449,-0.128303753,-0.137812875,-0.275580585,-0.274089615
ACIN1_22985.,-0.624448158,-0.410741744,-0.739111339,-0.635241885,-0.55427331,-0.581622352,-0.681806659,-0.77179755,-0.399741751,-0.680159161,-0.635692048,-0.406817185,-0.840133704,-0.380554814
ACKR1_2532.,-0.123480309,0.007595687,-0.10680972,-0.051639351,0.05617703,-0.035284144,0.041959081,-0.098850324,-0.062134995,-0.085217987,-0.10695696,-0.076587537,-0.018269923,-0.089746325
ACKR2_1238.,0.119444413,0.098429478,0.269594235,0.133299502,-0.053535354,0.175760841,0.025136862,0.023032966,0.056573638,0.034607097,-0.024501412,0.112652924,0.058386829,0.101962984
ACKR3_57007.,0.175569783,0.092043534,0.151816517,0.113046624,0.252047016,0.134716675,0.105932632,0.028891335,0.21367156,0.126192198,0.13070649,0.103708684,0.115043723,0.139516602
ACKR4_51554.,0.026376458,-0.145625141,-0.214309055,-0.044157433,0.032247484,-0.087290526,-0.059584929,0.023689095,-0.165120465,-0.07190672,-0.214300315,-0.312023238,-0.109923328,-0.020067308
ACLY_47.,-0.327556075,-0.199807934,-0.134261212,-0.633204583,-0.442715781,-0.391739978,-0.0647398,-0.188747478,-0.095819068,-0.809761532,-0.438397704,-0.733729699,0.058697875,-0.186892836
ACMSD_130013.,0.059341464,0.065523358,0.135335692,-0.028729263,0.264692416,0.065039013,0.158151564,-0.02377621,0.086585106,-0.02066803,0.038171716,-0.059072427,-0.075166114,0.174964496
ACN9_57001.,0.217297376,-0.025903645,-0.03039203,0.158314873,0.016804517,0.00126714,0.087646945,-0.019530226,0.030762625,0.095652694,0.170183975,0.089351663,0.073058242,0.098293439
ACO1_48.,-0.047334853,0.202230187,0.223412214,0.103154159,0.132768288,0.042230004,0.087930876,-0.030428796,0.006445743,0.094055015,0.004369919,-0.051850873,-0.189815759,0.230773046
ACO2_50.,-0.058374366,-0.654724142,-1.037325201,-0.455520325,-1.23059223,-0.944319397,-1.050301811,-0.369252148,-0.152803443,-0.707161185,-0.848384234,-1.204480201,-1.003444823,-0.971322956
ACOT1_641371.,0.12970553,0.018623364,0.401256893,0.034505491,0.24869232,0.14311998,0.184168038,0.130673078,0.060271946,0.158506492,0.157047383,0.322399348,0.174278039,0.215840795
ACOT11_26027.,0.075447651,-0.009780753,-0.018391937,0.086647246,0.04807665,-0.070041147,-0.082334196,0.075858016,-0.031838557,-0.131835688,-0.037581668,-0.069208299,0.009997484,0.020368281
ACOT12_134526.,-0.394864354,-0.147419944,-0.3277347,-0.325022956,-0.522842775,-0.203939588,-0.220273194,-0.310967218,-0.21506978,-0.461993037,-0.3664065,-0.165012245,-0.22250524,-0.428928022
ACOT13_55856.,0.034942516,-0.081755872,-0.346459923,0.034326968,-0.078934562,-0.041112385,-0.009752974,-0.045932853,-0.04354232,-0.095832314,0.047501474,-0.182500981,0.130502725,0.061810843
ACOT2_10965.,0.071961731,0.136101765,0.114777701,0.064504101,0.208341146,0.048590923,0.156968321,0.08341319,0.092975986,0.038607132,0.168081026,0.203338849,0.068583325,0.10732516
ACOT4_122970.,-0.079792057,-0.172050735,-0.155295169,-0.004728551,-0.045634827,-0.065994601,0.084696741,-0.204113034,0.014319827,-0.13892573,-0.035999346,-0.165997904,-0.173987919,-0.162738204
ACOT6_641372.,-0.090135863,0.002115015,0.013004076,-0.057447801,0.116735618,-0.033059764,-0.078755641,-0.036392491,-0.099446075,-0.015495916,-0.022024772,-0.001285156,-0.063062711,-0.072479483
ACOT7_11332.,-0.003018146,0.090072239,0.17040674,-0.108722138,0.057828566,0.042347934,0.026333023,0.120962784,-0.063145525,0.015372717,0.197529624,-0.154275276,0.061093824,-0.070628044
ACOT8_10005.,-0.153957221,-0.008963708,-0.25111156,-0.094977,0.013490231,-0.157341528,0.018574569,-0.024086896,0.034420309,-0.180221522,0.005607539,0.047415275,-0.017494858,0.024746142
ACOX1_51.,-0.025994704,-0.287541986,-0.084496778,0.041169662,-0.10810986,-0.076354028,0.008447295,-0.068109238,-0.000712955,-0.029863118,-0.100248074,-0.079059843,-0.080611468,0.002987471
ACOX2_8309.,-0.007088194,-0.142829969,-0.245201127,0.023259596,-0.012096121,0.027760101,-0.023009632,0.00158493,0.021036391,-0.093184099,-0.109069849,0.001108293,-0.052330092,0.045276118
ACOX3_8310.,-0.040276218,-0.064059502,-0.04163016,-0.002014129,0.029864584,-0.053600955,0.026813521,-0.11145798,0.005522006,0.012202753,0.01007667,0.03152396,0.0615038,0.043926662
ACOXL_55289.,-0.164849796,-0.129288206,-0.242157796,-0.146443967,-0.197229447,-0.100452556,0.008349547,-0.058305792,-0.11681435,-0.213099893,-0.092301905,-0.109246338,-0.089061633,-0.110610615
ACP1_52.,0.141569539,0.057484251,0.14304294,0.109547825,0.262908497,0.135406799,0.168051452,0.11949693,0.059211863,0.091840672,0.074017039,0.165397057,0.14290672,0.132710621
ACP2_53.,0.143311977,0.036868086,0.16241425,0.104237264,0.166146209,0.156939595,0.167109834,0.065916694,0.16053551,0.104141845,0.290258876,0.292658503,0.082316464,0.185936979
ACP5_54.,0.122638748,0.057770146,0.103153283,0.092860236,0.083717914,0.057516533,-0.013212871,-0.023906472,0.100991666,0.001278164,-0.153760157,-0.039562536,0.096334562,0.110366691
ACP6_51205.,-0.153874593,-0.097965109,-0.376952297,-0.051730891,-0.034442807,-0.098018066,-0.086702565,-0.050702588,-0.125454786,-0.019668088,-0.087373559,0.019871708,-0.001575778,-0.041357974
ACPP_55.,0.049401854,-0.033535295,0.20560818,0.107248821,0.234305336,0.069387309,0.045699942,0.042233766,0.16699212,0.022742211,-0.034591638,-0.054860329,0.153372883,0.120210141
ACPT_93650.,0.010567628,0.088350855,0.040475689,0.082691947,0.011129424,-0.038515572,0.005426818,0.007661488,-0.04116978,0.070232382,0.026740789,0.053148533,0.019481986,0.05705765
ACR_49.,-0.171296386,-0.020585864,-0.189985344,-0.108189948,-0.072257631,-0.024363791,-0.092036347,-0.062796483,-0.033213627,-0.212247454,0.072633886,-0.102551022,-0.413718599,-0.104117218
ACRBP_84519.,0.026422289,-0.016480877,0.135569025,-0.032732317,0.027134988,0.02705236,-0.041494518,0.004644948,0.086566725,-0.079863222,-0.051548512,-0.066756155,0.040897419,0.051118642
ACRV1_56.,0.169897221,0.147619634,0.315603426,0.058878987,0.05154185,0.056248194,0.138268538,0.128047205,0.111450291,0.202834795,0.270436447,0.056605611,0.27326468,0.07077258
ACSBG1_23205.,0.038727103,0.112423286,0.139319238,-0.044025803,0.162367275,0.109590266,0.084509363,0.106990561,0.000597699,-0.052922119,0.188394883,0.133408122,0.058753356,-0.016501345
ACSBG2_81616.,-0.102201453,-0.104785647,-0.068474526,0.099604668,0.039846818,-0.066440054,-0.132981943,-0.098210561,-0.187936375,-0.083734078,-0.223145043,-0.013900261,-0.162525646,-0.148289388
ACSF2_80221.,-0.225682342,0.021011016,0.003505734,-0.312501759,-0.097474146,-0.062458577,0.038282932,-0.036182125,-0.035451002,-0.183978936,-0.001699776,-0.055322544,-0.18759837,-0.113043006
ACSF3_197322.,0.047857429,-0.063403984,-0.10117302,0.086750029,-0.120813745,-0.01838571,0.002274196,0.022148837,0.114136753,-0.053251378,0.048564027,0.044765938,-0.105069131,0.004743094
ACSL1_2180.,-0.08700278,-0.136103935,-0.210177013,0.011752493,0.093401298,-0.142826674,0.065236755,-0.054197842,-0.034670523,-0.016534843,-0.044052299,-0.099222801,-0.020398549,-0.233308076
ACSL3_2181.,-0.28564668,-0.075818697,-0.421362962,-0.244695706,-0.591099867,-0.363308478,-0.166244805,-0.515043671,-0.117698626,-0.259289641,-0.707394244,-0.148935323,-0.284503759,-0.287558187
ACSL5_51703.,0.073778029,0.135961487,0.053340416,-0.007184958,0.123497937,0.054648945,0.115782929,0.122117896,0.116984971,0.186556747,0.179421421,0.014897225,0.201301207,0.022380036
ACSL6_23305.,-0.027520212,0.056976994,-0.042909311,-0.004181226,0.12812281,-0.013921444,0.003348693,-0.046002567,0.000708401,-0.028951127,-0.05811969,-0.048872275,-0.098116944,0.024364055
ACSM1_116285.,0.035510243,0.11992302,-0.011753005,0.06131849,0.022004106,0.070153122,0.006983264,0.018281694,-0.068865102,0.027411818,0.013788105,-0.042015327,0.035583529,0.076919467
ACSM2A_123876.,-0.041638875,0.093185339,0.069982007,-0.041212322,0.029069812,0.054724824,-0.069254769,0.031731178,-0.04197822,-0.052927934,0.081901752,-0.022887998,-0.046345409,-0.090220605
ACSM2B_348158.,0.191340264,0.134488413,0.561215359,0.128825765,0.241606591,0.205023309,0.088204491,0.094109796,0.167837991,0.161917979,0.196521864,0.192895396,0.104182454,0.244696941
ACSM3_6296.,-0.096165849,0.013919206,-0.171115179,-0.022464495,-0.103894472,0.021811463,-0.015928408,-0.064797917,-0.06292786,-0.137382765,-0.108176373,-0.192901758,-0.171474722,-0.082228905
ACSM4_341392.,0.057189249,0.173501101,-0.079111867,-0.018452715,0.135881319,0.00603202,-0.014555783,0.044721489,0.111898793,0.079269652,0.067515865,0.079545805,0.034622236,-0.007665842
ACSM5_54988.,0.005451555,0.050788874,0.113280952,-0.000312349,-0.136158424,0.031434615,0.056245752,0.0435864,0.004042853,-0.07542601,0.032217808,0.062281875,-0.022310947,0.009195424
ACSM6_142827.,-0.133318708,-0.039552215,-0.053665176,-0.017968339,-0.079928205,0.007636248,0.094151407,-0.043161679,-0.0097228,-0.067780281,-0.048599186,-0.060554108,-0.173016671,0.028802797
ACSS1_84532.,0.133415361,0.139689951,-0.042027578,0.147865574,-0.015716157,0.097411513,0.140436814,0.093506238,0.018157702,0.072896603,0.061136109,0.074975819,-0.043147789,0.197135198
ACSS2_55902.,0.39643128,0.191061119,0.2724796,0.118887562,0.330952226,0.214416518,0.257598211,0.106917215,0.233393737,-0.024045074,0.271348818,0.127228208,0.144656034,0.333280096
ACSS3_79611.,0.079474893,0.048164201,0.231163373,-0.059845331,0.06222057,-0.072754601,-0.029152974,-0.018451513,0.013541522,0.028064735,-0.192891119,0.007522288,-0.072741841,-0.001147732
ACTA1_58.,-0.257230814,-0.163894754,-0.197172576,-0.222611369,-0.215266184,-0.212988052,-0.168930814,-0.031642438,-0.322042703,-0.188208637,-0.23398231,-0.143788611,-0.002143205,-0.373168171
ACTA2_59.,-0.059356119,-0.042726404,-0.134925978,0.023738573,0.064538167,-0.026469746,-0.009581574,0.014307431,0.018280265,0.099403892,0.163103971,0.094947301,0.179163417,-0.001208653
ACTB_60.,-0.524118664,-0.376450808,-0.307037898,-0.776654718,-0.499644938,-0.643805797,-0.284621203,-0.657352278,-0.311660909,-0.582797244,-0.414245788,-1.034165599,-0.966866767,-0.387666063
ACTBL2_345651.,0.076106593,0.094613571,0.060744062,0.113818704,0.001713411,-0.069014379,0.047636134,0.057150502,0.012438482,-0.003188939,-0.035276362,0.117191224,0.137243552,0.081013211
ACTC1_70.,-0.079025214,-0.067027027,-0.201554995,-0.007211428,-0.126005081,-0.050087557,0.084856694,0.047469611,-0.043431165,-0.025121519,-0.178748275,-0.15827305,0.042663056,-0.181986962
ACTG1_71.,-0.319207628,-0.242948981,-0.346311385,-0.388573749,-0.642963385,-0.1546341,-0.274815719,-0.304385204,-0.367806657,-0.416526382,-0.168160773,-0.34303188,-0.297926619,-0.292933892
ACTG2_72.,0.039839514,0.013248733,0.165052284,-0.002545882,-0.013908452,-0.035175355,0.084196301,0.050461765,0.00757292,-0.027276377,0.017261311,0.172886629,-0.040707346,0.069622169
ACTL10_170487.,0.019170054,0.088401416,0.165156156,0.115756922,0.058238609,0.022601783,0.132142514,0.083631148,0.15241527,0.025626275,0.157881398,0.091176259,-0.141269473,0.153391059
ACTL6A_86.,-1.031836109,-0.979197873,-1.064274146,-1.30712817,-1.181263633,-1.242991791,-1.177555863,-1.173985808,-0.952459348,-0.879473503,-1.264324239,-1.29341593,-1.054525958,-0.986657433
ACTL6B_51412.,0.016220203,0.032101833,0.113163445,-0.066032161,-0.173539634,0.024777528,-0.080915124,0.030238526,-0.062897538,0.005055184,-0.012738136,-0.149540086,-0.121276401,-0.019342388
ACTL7A_10881.,-0.114124051,-0.13589623,-0.608285633,-0.038190777,-0.231786531,-0.149040658,-0.256794235,-0.184665727,-0.119530049,-0.271365082,-0.312298651,-0.28006759,0.053565067,-0.205271342
ACTL7B_10880.,-0.021409199,0.055195484,-0.088096931,0.065519527,0.067410125,-0.083291009,-0.056034404,-0.120978047,-0.095944087,0.008599859,-0.062916714,0.05128933,-0.190695349,-0.056780696
ACTL8_81569.,-0.072021505,0.03133073,-0.157739464,-0.132878024,-0.054260338,-0.130643129,-0.030708519,0.03597287,-0.06898413,-0.191596407,0.090570737,-0.322833899,-0.001021498,0.035223105
ACTL9_284382.,-0.029075864,-0.058254759,-0.013177822,0.039581749,-0.131597211,-0.052667718,-0.100618765,-0.091448163,-0.091206476,-0.127047055,-0.12040186,-0.097905529,0.051213255,0.038488131
ACTN1_87.,-0.194170332,-0.233856656,-0.108006178,-0.147974936,-0.051260905,-0.117202421,-0.110253487,-0.174503506,-0.006736829,-0.166238324,-0.154281262,-0.155711921,-0.058877563,-0.075213828
ACTN2_88.,-0.110446584,-0.076311623,0.078681916,-0.088602991,-0.054700325,-0.282626981,-0.062099848,-0.018676198,-0.19492148,-0.016611025,-0.161336483,0.047196417,-0.090229709,-0.325808093
ACTN4_81.,-0.015148364,0.118954388,-0.204515163,-0.11520842,0.046763137,-0.11299344,-0.162300167,-0.041264767,-0.084630976,0.051193684,-0.04399882,-0.116790265,0.110545648,0.098679073
ACTR10_55860.,-0.636040806,-0.551817364,-0.407647181,-0.982195653,-0.499519305,-0.696432474,-0.59463638,-0.947530202,-0.512532935,-0.936425868,-0.664548831,-0.764638978,-0.697273829,-0.343625219
ACTR1A_10121.,-1.054115426,-0.647953436,-0.649143042,-1.374160618,-1.391246586,-0.288369692,-0.896788961,-1.19104321,-0.704996355,-1.343537868,-0.357246391,-0.859612868,-0.965558909,-0.742778537
ACTR1B_10120.,-0.335893355,-0.620652218,-0.479945289,-0.415104602,-0.782455426,-0.312181021,-0.361673658,-0.441114505,-0.360963274,-0.867193328,-0.694059006,-0.536334548,-0.300887712,-0.430655319
ACTR2_10097.,-0.971140953,-0.90705724,-1.007585512,-0.989320821,-0.923520508,-0.762568601,-0.803326903,-0.61692995,-0.481331541,-0.952902976,-1.017583549,-0.708904437,-1.013169395,-0.578539327
ACTR3_10096.,-0.241619864,-0.38353038,-0.163225175,-0.450607927,-0.401331611,-0.273681358,-0.591306114,-0.312013795,-0.156810194,-0.350620647,-0.848613807,-0.245186975,-0.488826907,-0.073303915
ACTR3B_57180.,-0.044119916,0.132204007,0.014509905,0.106174174,0.05980093,-0.026633569,0.054437848,0.067852342,-0.08064752,0.112809475,0.218170254,0.053491762,-0.096035794,0.107468225
ACTR3C_653857.,-0.099262449,-0.088767661,-0.386618464,-0.092521559,-0.059010516,-0.14654447,-0.078276354,-0.082796496,-0.107697468,-0.1173643,-0.112776434,-0.085440325,-0.175691968,-0.141299636
ACTR5_79913.,-0.467556873,-0.144288822,-0.44075471,-0.371078056,-0.116252613,-0.420197997,0.015448039,-0.311567351,-0.063424295,-0.297580918,-0.545754297,-0.345305375,-0.470976895,-0.338195507
ACTR6_64431.,-0.739203671,-0.43462404,-0.539136357,-0.953409353,-0.905311089,-0.808404474,-0.719539868,-0.868784736,-0.630629701,-0.758635483,-0.991551686,-0.853726654,-0.727603361,-0.607879026
ACTR8_93973.,-0.807160967,-0.809043217,-0.437727598,-0.616246235,-0.948187128,-1.020721072,-0.755461431,-0.845033266,-0.784038403,-0.821535497,-0.894275628,-0.863462295,-0.522208849,-0.670863444
ACTRT2_140625.,0.011929205,0.070469078,0.295970771,-0.047323668,0.037646562,0.077031043,0.084512062,0.079039754,-0.00060952,0.086306515,0.105281444,0.068217514,0.143299488,-0.001827156
ACTRT3_84517.,0.046862154,0.00581276,-0.036886927,0.037856345,0.08393037,0.139275742,0.036526605,0.049093534,-0.078887784,-0.063435265,0.056377466,0.007053823,-0.033747627,-0.076022675
ACVR1_90.,0.115666424,0.106241799,0.233102743,0.133463207,0.147747912,0.088575166,0.152679074,-0.002874534,0.123015744,0.127656691,0.142606343,0.12826192,-0.068245309,0.03718572
ACVR1B_91.,0.051700277,0.022807488,-0.205031312,-0.011264165,-0.220221596,-0.033687303,-0.164531261,0.013763791,-0.093356016,0.067221625,-0.119410939,-0.093966199,-0.066838403,0.039630718
ACVR1C_130399.,0.134096026,-0.07250935,0.255116851,0.122257618,0.144340945,0.201503879,0.166526411,0.001633305,0.121960644,0.047362478,0.141113255,0.088298268,-0.101744764,0.148754758
ACVR2A_92.,0.107010753,-0.109610606,-0.147469971,0.006750382,-0.108030817,0.080901712,-0.0030946,-0.007983099,0.003399924,-0.115671004,-0.078696169,-0.011728206,0.078446213,-0.010357798
ACVR2B_93.,0.312242936,0.142803732,0.217436338,0.208009787,0.118236736,0.228375368,0.12894232,-0.0241529,0.163267267,0.049940292,0.127848649,0.160952295,0.379010436,0.225060096
ACVRL1_94.,0.011789762,0.048957943,0.226056502,0.01785986,0.068683193,0.063492167,-0.06823372,0.073376133,0.093349696,0.17993816,0.012044397,-0.012134638,-0.057059136,-0.072043823
ACY1_95.,0.04858717,0.115084857,0.132328707,0.027964716,-0.015634602,0.080923554,-0.054308928,-0.042363842,0.021265038,-0.024742224,0.03239103,-0.158550692,0.002272952,0.03678784
ACY3_91703.,0.066858477,-0.059587413,0.103367845,-0.067057559,-0.145658221,-0.000424417,0.041893953,-0.00454212,-0.165268154,-0.042035944,0.056735282,-0.149947731,0.200631745,-0.165855819
ACYP1_97.,-0.054748246,0.018784116,0.023291449,-0.039139408,-0.048840705,-0.072616402,-0.06185589,0.002618187,-0.110011235,0.044506136,-0.063225514,-0.26093142,-0.01298344,-0.087077814
ACYP2_98.,0.226185009,0.061949352,0.070157456,0.030100996,0.054890002,0.133008889,0.113740322,-0.084302193,0.09984949,-0.075509119,0.149658778,0.065849416,-0.115998834,0.0423008
ADA_100.,0.018949748,0.081961567,0.125949054,0.069186012,0.163986352,0.070778046,0.091460167,0.070578862,-0.004687225,-0.196012155,0.090755021,0.088282423,-0.024523235,0.080582333
ADAD1_132612.,0.044574696,0.012724616,0.209664895,-0.014917157,0.021563783,0.002617865,0.055755102,0.037161156,0.040182906,-0.013101462,0.004051975,-0.05619417,-0.022752014,-0.008097847
ADAD2_161931.,-0.041571729,-0.0270149,0.140825353,-0.078408552,0.129318442,-0.155985907,-0.061702669,-0.023807991,0.00066568,0.050699155,-0.027160728,-0.029495608,-0.147361779,-0.084263689
ADAL_161823.,0.004027849,-0.036816794,0.15117047,0.035817495,0.031754065,0.037474754,0.056663981,-0.010518001,0.010514135,-0.018365272,-0.007406464,-0.015860401,-0.058939396,-0.020415342
ADAM10_102.,0.051397575,-0.033014781,-0.120845192,0.184874669,-0.143396255,0.026151727,0.00497534,0.076327486,0.037246525,0.013502065,0.128960184,0.007370718,-0.100350654,-0.019798043
ADAM11_4185.,-0.347992375,-0.150455441,-0.205284585,-0.338652327,-0.307942736,-0.132391255,-0.169831578,-0.255229159,-0.158996791,-0.250045427,-0.334549095,-0.212162125,-0.402433518,-0.264793946
ADAM12_8038.,-0.18855914,-0.110184839,-0.233424347,-0.217629298,-0.004798069,-0.120120944,-0.107889017,0.028497018,-0.161967638,-0.111000224,0.00652688,-0.124441113,-0.087467343,-0.108825709
ADAM15_8751.,-0.110211458,0.029291267,-0.015769429,-0.177201964,-0.165119655,-0.000248888,0.076348027,0.059863786,0.017744305,-0.06085082,0.081247651,-0.122905876,0.04870078,0.003937665
